,pospair,negpair
17614,*MOT: where is Elbert ?	*CHI: I right there .,*MOT: where is Elbert ?	*CHI: me and you .
17615,*MOT: one two three four five .	*CHI: can go bye bye ?,*MOT: one two three four five .	*CHI: let me show you .
17616,*MOT: where do they fly ?	*CHI: there in walls .,*MOT: where do they fly ?	*CHI: no I didn't .
17617,*MOT: what's the doggie's name ?	*CHI: we go outside .,*MOT: what's the doggie's name ?	*CHI: Mummy read it .
17618,*MOT: dinner is over there .	*CHI: where my ball ?,*MOT: dinner is over there .	*CHI: I don't know .
17619,*MOT: I don't know where your ball is .	*CHI: in my light ?,*MOT: I don't know where your ball is .	*CHI: I don't know .
17620,*MOT: where are you going ?	*CHI: I go choo choo train .,*MOT: where are you going ?	*CHI: I pour myself the tea .
17621,*MOT: what are you ?	*CHI: I big boy .,*MOT: what are you ?	*CHI: Lullah a cat ?
17622,"*MOT: you have to go to ballet class .	*CHI: I know , I know !",*MOT: you have to go to ballet class .	*CHI: cup of tea on it .
17623,*MOT: well tonight we'll .	*CHI: mother is this the same cup ?,*MOT: well tonight we'll .	*CHI: well why does it go there ?
17624,*MOT: could I what ?	*CHI: cut up my egg .,*MOT: could I what ?	*CHI: I got it first .
17625,*MOT: are you finished ?	*CHI: no I'm not !,"*MOT: are you finished ?	*CHI: no , Mummy ."
17626,"*MOT: and when they come out , parts of them will be lighter .	*CHI: I don't want that ?","*MOT: and when they come out , parts of them will be lighter .	*CHI: I get it up ."
17627,"*MOT: , you want to take your jacket now ?	*CHI: this is the boat .","*MOT: , you want to take your jacket now ?	*CHI: he read a book ."
17628,*MOT: that is wild .	*CHI: there that's better !,*MOT: that is wild .	*CHI: what was that ?
17629,*MOT: how come you made it snow Gabriella ?	*CHI: because I told .,*MOT: how come you made it snow Gabriella ?	*CHI: I don't know .
17630,*MOT: that's what you have to what ?	*CHI: say when the tv goes up and down .,*MOT: that's what you have to what ?	*CHI: it is I think I know it's pie .
17631,*MOT: could I what ?	*CHI: it can't snow on my jacket .,*MOT: could I what ?	*CHI: Mr girl has to do it .
17632,*MOT: how did you know ?	*CHI: because I felt it .,*MOT: how did you know ?	*CHI: in that big house .
17633,*MOT: how can you tell ?	*CHI: because see that they changed .,*MOT: how can you tell ?	*CHI: need play with my toys .
17634,"*MOT: you want to put your dinner in the oven .	*CHI: mom , could I have , could I have one more bologna ?",*MOT: you want to put your dinner in the oven .	*CHI: what what is how how many should I put what bean in ?
17635,"*MOT: do you want to go ?	*CHI: oo , yes .",*MOT: do you want to go ?	*CHI: a beautiful bubbles .
17636,"*MOT: otherwise it doesn't cook .	*CHI: I hey , who wants to eat this macaroni ?","*MOT: otherwise it doesn't cook .	*CHI: oh yeah , I'm going to show you now ."
17637,"*MOT: bring your chair over here .	*CHI: alright , Debbie ?",*MOT: bring your chair over here .	*CHI: dat's the violin .
17638,*MOT: where'd you put it ?	*CHI: over in there .,*MOT: where'd you put it ?	*CHI: can leave it .
17639,"*MOT: be careful not to get burned with that thing ?	*CHI: hey , it's ready .",*MOT: be careful not to get burned with that thing ?	*CHI: I am going upstairs .
17640,"*MOT: I didn't take it .	*CHI: and one , ?",*MOT: I didn't take it .	*CHI: in the bin .
17641,"*MOT: maybe this week , and maybe even tomorrow , if we see a place .	*CHI: that my chair !","*MOT: maybe this week , and maybe even tomorrow , if we see a place .	*CHI: will Mama take ."
17642,"*MOT: what kind of a picture is that when the frame folds ?	*CHI: I , it say .",*MOT: what kind of a picture is that when the frame folds ?	*CHI: did I rip it ?
17643,*MOT: now what game are we playing ?	*CHI: I got the .,*MOT: now what game are we playing ?	*CHI: no it's not .
17644,*MOT: that's the old one .	*CHI: where is it ?,*MOT: that's the old one .	*CHI: oh Nin Nin .
17645,"*MOT: but that's not fair , Gabriella , because you have it .	*CHI: no we're playing a game !","*MOT: but that's not fair , Gabriella , because you have it .	*CHI: I want the record on ."
17646,"*MOT: you going to give me an equal chance ?	*CHI: , now let's see who gets this .",*MOT: you going to give me an equal chance ?	*CHI: I had a fun time on you .
17647,*MOT: now you know who that would be a really good game to play with ?	*CHI: in the street .,*MOT: now you know who that would be a really good game to play with ?	*CHI: and these ducklings .
17648,*MOT: or was that the first time ?	*CHI: you can't have any of my stuff .,*MOT: or was that the first time ?	*CHI: let's go to Stefan's house and see .
17649,"*MOT: mommy has to get a haircut , on this friday .	*CHI: how about me ?","*MOT: mommy has to get a haircut , on this friday .	*CHI: airplane bye bye ."
17650,"*MOT: and she looked lovely .	*CHI: could you , could you do it like him ?","*MOT: and she looked lovely .	*CHI: no it's not , it's not , it doesn't ."
17651,*MOT: then what happened ?	*CHI: I fell down .,*MOT: then what happened ?	*CHI: what is it ?
17652,"*MOT: do you like it ?	*CHI: yeah , mm .",*MOT: do you like it ?	*CHI: get another box .
17653,"*MOT: I been working on the railroad , all the live long day hey !	*CHI: you can't do that .","*MOT: I been working on the railroad , all the live long day hey !	*CHI: we not got farmers ."
17654,"*MOT: where are you taking me , count Gabriella ?	*CHI: come here mother .","*MOT: where are you taking me , count Gabriella ?	*CHI: ee , up ."
17655,*MOT: I'm not coming back here anymore !	*CHI: open the door .,*MOT: I'm not coming back here anymore !	*CHI: all for me .
17656,*MOT: what are we going to do ?	*CHI: he won't find us .,*MOT: what are we going to do ?	*CHI: to polish my nails ?
17657,"*MOT: you hurt my toe !	*CHI: he was , he was , your brother .",*MOT: you hurt my toe !	*CHI: but I want do that big one now .
17658,"*MOT: ew , did you ever sleep in a tent in the country ?	*CHI: no we don't have one .","*MOT: ew , did you ever sleep in a tent in the country ?	*CHI: that baby will help me ?"
17659,"*MOT: I'll eat your lasagna then .	*CHI: , where my fork ?",*MOT: I'll eat your lasagna then .	*CHI: x already done it .
17660,*MOT: it really must have been great to make butter .	*CHI: you know something ?,*MOT: it really must have been great to make butter .	*CHI: we've got orange .
17661,*MOT: who is rolling on the floor ?	*CHI: I'm not doing that .,"*MOT: who is rolling on the floor ?	*CHI: rescue you , chicken ."
17662,*MOT: now tell me about that little girl .	*CHI: her name is Gabriella !,*MOT: now tell me about that little girl .	*CHI: me up and down .
17663,*MOT: why doesn't she eat her supper ?	*CHI: because I'm eating pudding .,*MOT: why doesn't she eat her supper ?	*CHI: we were playing dying .
17664,*MOT: okay I'm there !	*CHI: now you have to go like this .,*MOT: okay I'm there !	*CHI: I keep on playing in the water .
17665,"*MOT: did you like wearing the blue shirt ?	*CHI: my , my dad , my dad says he's going to pick me up .",*MOT: did you like wearing the blue shirt ?	*CHI: I'm going to show you in a minute when I do all the cards .
17666,"*MOT: and how many what ?	*CHI: one , two , three , four , five , six .",*MOT: and how many what ?	*CHI: you can choose some people that you want to play with .
17667,"*MOT: how many teeth ?	*CHI: one two three four five six seven eight nine , ten .",*MOT: how many teeth ?	*CHI: it tells us so our airplanes don't bump into each other .
17668,*MOT: Gabriella bastaspa pazulaspa ?	*CHI: it go like this .,*MOT: Gabriella bastaspa pazulaspa ?	*CHI: what you are doing ?
17669,"*MOT: how come you remember that you shook ?	*CHI: because , I felt blood was coming out .",*MOT: how come you remember that you shook ?	*CHI: Noo noo go to Tellytubbies' house on Saturday .
17670,*MOT: what is it ?	*CHI: don't go ahead .,*MOT: what is it ?	*CHI: it's for rice ?
17671,"*MOT: which color now ?	*CHI: no , you have to say it the same thing I had .","*MOT: which color now ?	*CHI: that's , that's , that's his back and first I have to ."
17672,*MOT: m that is nice .	*CHI: now which color ?,*MOT: m that is nice .	*CHI: he's going to .
17673,"*MOT: it doesn't turn out , on the blue .	*CHI: and now which one ?","*MOT: it doesn't turn out , on the blue .	*CHI: I think it is ."
17674,"*MOT: well when are you going to put on your nightgown ?	*CHI: later , five minutes .",*MOT: well when are you going to put on your nightgown ?	*CHI: I finish my Krispies .
17675,*MOT: I love hay .	*CHI: mom where's the farmer ?,*MOT: I love hay .	*CHI: Purdie need some hot .
17676,*MOT: you can put the fireman up in the haymow .	*CHI: where does this go ?,*MOT: you can put the fireman up in the haymow .	*CHI: a Sue a door .
17677,*MOT: hm where do they go ?	*CHI: back in there .,*MOT: hm where do they go ?	*CHI: more choo choo .
17678,*MOT: what did yall do ?	*CHI: picking up sea shells .,*MOT: what did yall do ?	*CHI: I'm feeling the hot .
17679,"*MOT: look through , is Mommy's face bigger ?	*CHI: me can't see you .","*MOT: look through , is Mommy's face bigger ?	*CHI: I good boy today ."
17680,*MOT: the dining room isn't it ?	*CHI: me put this there .,*MOT: the dining room isn't it ?	*CHI: well just a bit .
17681,*MOT: come back after we had a poo and play ?	*CHI: yeah let's go now .,*MOT: come back after we had a poo and play ?	*CHI: a truck or something ?
17682,*MOT: yeah come on then .	*CHI: what's it called ?,"*MOT: yeah come on then .	*CHI: Oscar, help, him ."
17683,"*MOT: house , there's a third one ?	*CHI: I can't see it .","*MOT: house , there's a third one ?	*CHI: a top a toilet ."
17684,*MOT: should we have some dinner ?	*CHI: there you go .,*MOT: should we have some dinner ?	*CHI: go out soon .
17685,*MOT: or not bark but open its mouth ?	*CHI: I don't know how to do it .,"*MOT: or not bark but open its mouth ?	*CHI: Mummy , nearly means you found it ."
17686,*MOT: what did it feel like ?	*CHI: I don't know .,*MOT: what did it feel like ?	*CHI: that big one .
17687,*MOT: did you feel it ?	*CHI: yeah he went and nibbled .,*MOT: did you feel it ?	*CHI: what shall we do now ?
17688,*MOT: I wonder if that's how the water goes through when they breathe .	*CHI: hey mister starfish !,*MOT: I wonder if that's how the water goes through when they breathe .	*CHI: bus stand by .
17689,*MOT: what kind of animal do you think that is ?	*CHI: I have to go potty .,*MOT: what kind of animal do you think that is ?	*CHI: I did all of it .
17690,*MOT: you want more games ?	*CHI: I'm not done with these .,*MOT: you want more games ?	*CHI: but what about the animals ?
17691,*MOT: how do you know that there's the same amount of water in that ?	*CHI: because I can see .,*MOT: how do you know that there's the same amount of water in that ?	*CHI: where does this go ?
17692,*MOT: the tall thin cup has more ?	*CHI: why not this .,*MOT: the tall thin cup has more ?	*CHI: Anne do it .
17693,*MOT: would you like a piece a bacon ?	*CHI: yeah .. and milk .,*MOT: would you like a piece a bacon ?	*CHI: I will get it .
17694,*MOT: that's what happened pet's bike .	*CHI: a bigger one !,*MOT: that's what happened pet's bike .	*CHI: um it's green .
17695,*MOT: oh .. good .	*CHI: what're you going to mail ?,*MOT: oh .. good .	*CHI: that doggy's getting up there .
17696,*MOT: what did you have for lunch at school today ?	*CHI: I don't know .,*MOT: what did you have for lunch at school today ?	*CHI: want some more .
17697,*MOT: you did nothing ?	*CHI: I played tire .,*MOT: you did nothing ?	*CHI: Joanna swing ride .
17698,*MOT: must be a railroad crossing sign .	*CHI: what is this ?,*MOT: must be a railroad crossing sign .	*CHI: x done it .
17699,*MOT: maybe to clean the track .	*CHI: when they get dirty ?,*MOT: maybe to clean the track .	*CHI: hey look at that !
17700,*MOT: injure me or something ?	*CHI: I used to be .,*MOT: injure me or something ?	*CHI: it's not a octopus .
17701,*MOT: what did you do outside ?	*CHI: I didn't get on swing or anything .,*MOT: what did you do outside ?	*CHI: I want you to have these ones .
17702,*MOT: why did you do that ?	*CHI: going to put it back on .,*MOT: why did you do that ?	*CHI: I have to cut it out .
17703,*MOT: you're going to put it back on ?	*CHI: I took this out .,*MOT: you're going to put it back on ?	*CHI: he's in the sandbox .
17704,*MOT: how did your hands get so dirty ?	*CHI: I don't know .,*MOT: how did your hands get so dirty ?	*CHI: few more fridge .
17705,*MOT: how do you know which cows are bad cows ?	*CHI: I going try to fight them with this .,*MOT: how do you know which cows are bad cows ?	*CHI: can I have a look at another one ?
17706,*MOT: what's the panjo ?	*CHI: it's a little banjo .,*MOT: what's the panjo ?	*CHI: and I'm going to .
17707,*MOT: no no no .	*CHI: what is it ?,*MOT: no no no .	*CHI: the ice cream ?
17708,*MOT: for being sure that things are straight .	*CHI: what is this ?,*MOT: for being sure that things are straight .	*CHI: let's get ready .
17709,*MOT: did you look behind you ?	*CHI: I found my screw driver .,*MOT: did you look behind you ?	*CHI: you go to Preston now .
17710,*MOT: why did you knock it ?	*CHI: watch your finger .,*MOT: why did you knock it ?	*CHI: where does this .
17711,"*MOT: you'll just have to pretend , yeah ?	*CHI: go in the bath .","*MOT: you'll just have to pretend , yeah ?	*CHI: knock at the door ."
17712,*MOT: you've got your three dolls have you ?	*CHI: she can go in here .,*MOT: you've got your three dolls have you ?	*CHI: I get you a spare .
17713,"*MOT: right , okay .	*CHI: have we got any clean clothes ?","*MOT: right , okay .	*CHI: over there so you can reach ."
17714,"*MOT: can you do it in a low voice ?	*CHI: no , la , la .",*MOT: can you do it in a low voice ?	*CHI: but what about the animals ?
17715,"*MOT: are we having a nice day at the fair ?	*CHI: la , la .","*MOT: are we having a nice day at the fair ?	*CHI: no, I can't ."
17716,"*MOT: shall we go ?	*CHI: giddy up , giddy up .",*MOT: shall we go ?	*CHI: it going to eat something .
17717,*MOT: it's a long queue is it ?	*CHI: take them out of there .,*MOT: it's a long queue is it ?	*CHI: does it go in here ?
17718,"*MOT: your birthday will be a holiday morning .	*CHI: Daddy, would you get my pipit ?",*MOT: your birthday will be a holiday morning .	*CHI: can you do it for me ?
17719,"*MOT: oh, and what's that ?	*CHI: I'm not sure .","*MOT: oh, and what's that ?	*CHI: ones we got ."
17720,"*MOT: it's dark in there, yes .	*CHI: oh, will it be scary ?","*MOT: it's dark in there, yes .	*CHI: I was driving the car ?"
17721,"*MOT: oh, yeah, what is that ?	*CHI: it's a microphone up there .","*MOT: oh, yeah, what is that ?	*CHI: I got boo boo here ."
17722,*MOT: what're you doing ?	*CHI: I fix it that .,*MOT: what're you doing ?	*CHI: let's tidy tidy tidy .
17723,"*MOT: I think that's a tomato , isn't it ?	*CHI: on train on .","*MOT: I think that's a tomato , isn't it ?	*CHI: he's doing something ."
17724,*MOT: we'll eat lunch and then we'll go out to the park okay ?	*CHI: I know this is .,*MOT: we'll eat lunch and then we'll go out to the park okay ?	*CHI: you can do it .
17725,*MOT: shall I write cat ?	*CHI: here you are .,*MOT: shall I write cat ?	*CHI: in that space .
17726,"*MOT: what are you doing , Thomas ?	*CHI: it's a kite .","*MOT: what are you doing , Thomas ?	*CHI: you shouldn't of ."
17727,*MOT: oh is this the present from Isabel ?	*CHI: it's a kite .,*MOT: oh is this the present from Isabel ?	*CHI: what is it ?
17728,*MOT: who's this from ?	*CHI: ooh it's Sonia .,*MOT: who's this from ?	*CHI: for a picnic !
17729,*MOT: haven't you got some lovely things ?	*CHI: take that tail off .,*MOT: haven't you got some lovely things ?	*CHI: right in your chair .
17730,*MOT: and now you've got a J C B helmet which is very .	*CHI: what has happened the man ?,*MOT: and now you've got a J C B helmet which is very .	*CHI: we are at the park .
17731,*MOT: there we are .	*CHI: where's the button ?,*MOT: there we are .	*CHI: Sammy want one ?
17732,*MOT: what do you think ?	*CHI: have a picnic on our holidays .,*MOT: what do you think ?	*CHI: I think I can do fancy .
17733,"*MOT: what can you see ?	*CHI: oh , everything .",*MOT: what can you see ?	*CHI: x don't know .
17734,"*MOT: shall we give them something to eat then ?	*CHI: you can have , there's no , you can .",*MOT: shall we give them something to eat then ?	*CHI: because I can get all of them right away .
17735,"*MOT: what's mommy going to eat ?	*CHI: you can have the , a bacon and some cauliflower .",*MOT: what's mommy going to eat ?	*CHI: if you're happy and you know it clap your hands .
17736,*MOT: what do you have there ?	*CHI: chocolate bar thing .,*MOT: what do you have there ?	*CHI: a window there .
17737,*MOT: or where are they headed ?	*CHI: I don't know .,*MOT: or where are they headed ?	*CHI: I already did .
17738,*MOT: well what comes out of the egg at the end ?	*CHI: a little Aladar .,*MOT: well what comes out of the egg at the end ?	*CHI: he's going home .
17739,*MOT: how was it sitting you know with your friends ?	*CHI: I didn't do anything bad to the kids .,*MOT: how was it sitting you know with your friends ?	*CHI: I know it's a baby not a Firstname .
17740,*MOT: did you do anything bad to the snake ?	*CHI: no we don't let him out .,*MOT: did you do anything bad to the snake ?	*CHI: Dingo car ouched the train tracks .
17741,*MOT: how do you get the bugs ?	*CHI: I dig for them .,"*MOT: how do you get the bugs ?	*CHI: well done , Monkey ."
17742,*MOT: what do you think we should do with Marissa ?	*CHI: I don't know .,*MOT: what do you think we should do with Marissa ?	*CHI: oh it's red .
17743,*MOT: what do you think she would think was interesting at our house ?	*CHI: I don't know .,*MOT: what do you think she would think was interesting at our house ?	*CHI: yes it is .
17744,*MOT: what do you think they would think about that place ?	*CHI: I don't know .,*MOT: what do you think they would think about that place ?	*CHI: took a picture .
17745,*MOT: how big is the one at your school ?	*CHI: I want to go over there .,*MOT: how big is the one at your school ?	*CHI: I don't want no green peas .
17746,*MOT: what would you say would be good for us to remember and for what we would like to do in here ?	*CHI: play with the farm .,*MOT: what would you say would be good for us to remember and for what we would like to do in here ?	*CHI: not find the deer .
17747,*MOT: do you know what happens in that movie ?	*CHI: this is so funny .,*MOT: do you know what happens in that movie ?	*CHI: give me a nickel !
17748,*MOT: isn't that cute ?	*CHI: it's reminding me of the sun .,*MOT: isn't that cute ?	*CHI: big one or the little one ?
17749,*MOT: what's he doing ?	*CHI: it's digging some sand .,*MOT: what's he doing ?	*CHI: it's a double bandage .
17750,*MOT: I don't know climb ?	*CHI: there's my stool .,*MOT: I don't know climb ?	*CHI: does go there .
17751,*MOT: it is going right now .	*CHI: why's just recording ?,*MOT: it is going right now .	*CHI: like we saw .
17752,*MOT: because he's like in the back woods .	*CHI: why he is ?,*MOT: because he's like in the back woods .	*CHI: I have him .
17753,*MOT: I don't know where is he ?	*CHI: there's the penny .,*MOT: I don't know where is he ?	*CHI: I want drink .
17754,*MOT: you padded him ?	*CHI: I got the penny .,*MOT: you padded him ?	*CHI: The Very Hungry Caterpillar .
17755,*MOT: I'm right here why don't you get me out please ?	*CHI: they're going to they're going to .,*MOT: I'm right here why don't you get me out please ?	*CHI: why do they keep falling off ?
17756,*MOT: aren't you getting all bit up by mosquitos ?	*CHI: just a minute .,*MOT: aren't you getting all bit up by mosquitos ?	*CHI: let's get them .
17757,*MOT: just a minute huh ?	*CHI: there you go .,*MOT: just a minute huh ?	*CHI: leave it in .
17758,*MOT: what should we do with that pumpkin ?	*CHI: let's color it .,*MOT: what should we do with that pumpkin ?	*CHI: not do it .
17759,*MOT: remember what did we do with those pumpkins last year ?	*CHI: I'm trying to get this part off .,"*MOT: remember what did we do with those pumpkins last year ?	*CHI: Daddy , what did you make yesterday ?"
17760,*MOT: how come he's got to come down ?	*CHI: because it's dangerous .,*MOT: how come he's got to come down ?	*CHI: I don't know .
17761,*MOT: this can't stay on very well ?	*CHI: give me some Chewies .,*MOT: this can't stay on very well ?	*CHI: I want play bubbles !
17762,*MOT: what was he doing to try to make the daddy lion wake up ?	*CHI: I want some more Chewies please .,*MOT: what was he doing to try to make the daddy lion wake up ?	*CHI: no I don't I have five .
17763,*MOT: when were you outside Sammy ?	*CHI: I want to play .,*MOT: when were you outside Sammy ?	*CHI: you ride once more ?
17764,*MOT: nice puppy dog .	*CHI: where you going ?,*MOT: nice puppy dog .	*CHI: Momma can't open .
17765,*MOT: oop the doggie's leaving .	*CHI: come back here doggie !,*MOT: oop the doggie's leaving .	*CHI: those cows are sleepy .
17766,*MOT: yeah I think maybe he does like us .	*CHI: you want to get out ?,*MOT: yeah I think maybe he does like us .	*CHI: got that to go on .
17767,*MOT: come here little mouse !	*CHI: mom you want it to pet you ?,"*MOT: come here little mouse !	*CHI: Mommy, open refrigerator for I get cheese ."
17768,*MOT: what is that ?	*CHI: I want to push .,*MOT: what is that ?	*CHI: Nin Nin a Mummy .
17769,*MOT: where you going ?	*CHI: to sit somewhere else .,*MOT: where you going ?	*CHI: I long arm too .
17770,*MOT: what is that ?	*CHI: a machine phone .,*MOT: what is that ?	*CHI: it's the bottom .
17771,*MOT: he looks like .	*CHI: that tickles me !,*MOT: he looks like .	*CHI: the mummie tiger .
17772,*MOT: isn't that kind of a silly name ?	*CHI: no it's not !,"*MOT: isn't that kind of a silly name ?	*CHI: Mummy , no ."
17773,*MOT: so is Tanya .	*CHI: Mommy did you know something ?,*MOT: so is Tanya .	*CHI: I sit at the table .
17774,*MOT: she's not old enough .	*CHI: how do you know ?,*MOT: she's not old enough .	*CHI: um in the ground .
17775,*MOT: if you break them .	*CHI: are most spaghettis real long ?,*MOT: if you break them .	*CHI: it was it was when .
17776,*MOT: put the eyes on .	*CHI: what is this ?,*MOT: put the eyes on .	*CHI: do you want .
17777,*MOT: it's not really a toy we can play with .	*CHI: what is this ?,*MOT: it's not really a toy we can play with .	*CHI: I put some .
17778,*MOT: I think it's something else .	*CHI: will you tell me ?,*MOT: I think it's something else .	*CHI: in my Mummy's tummy .
17779,*MOT: do you know how to unzip that ?	*CHI: it is broken .,*MOT: do you know how to unzip that ?	*CHI: I play football ?
17780,*MOT: mhm it does look like eyebrows you're right .	*CHI: how do they fit on here ?,*MOT: mhm it does look like eyebrows you're right .	*CHI: I'll put this on for later .
17781,*MOT: you want to play ball ?	*CHI: how about we .,*MOT: you want to play ball ?	*CHI: I found it .
17782,*MOT: isn't the baby hungry ?	*CHI: I'll make a big waffle for .,"*MOT: isn't the baby hungry ?	*CHI: mom, what the blue one do ?"
17783,*MOT: I think I'm going to change your diaper .	*CHI: how about we make a tower ?,*MOT: I think I'm going to change your diaper .	*CHI: I'm going to share with Doris .
17784,*MOT: I'll make a tower if we change your diaper .	*CHI: hmm how about not ?,*MOT: I'll make a tower if we change your diaper .	*CHI: good it's all over .
17785,*MOT: that's called a fudge bar .	*CHI: will you open it for me ?,*MOT: that's called a fudge bar .	*CHI: I want bottle of apple juice .
17786,*MOT: you've got your pyjamas .	*CHI: why haven't you ?,*MOT: you've got your pyjamas .	*CHI: take it off .
17787,*MOT: so do I .	*CHI: why were you naughty with Nanny and Grandma the other day ?,*MOT: so do I .	*CHI: are we going to be going for a long time today ?
17788,*MOT: are you pulling a face ?	*CHI: I was licking that bit there .,*MOT: are you pulling a face ?	*CHI: you put this on for me .
17789,"*MOT: what are you laughing at , giggler ?	*CHI: because you're funny .","*MOT: what are you laughing at , giggler ?	*CHI: I don't know ."
17790,*MOT: oh is it dirt ?	*CHI: there you go .,"*MOT: oh is it dirt ?	*CHI: hi, I'm swimming ."
17791,*MOT: that's as far as they go .	*CHI: are you going to be sick ?,*MOT: that's as far as they go .	*CHI: a bear coming a lion coming ?
17792,*MOT: what are you doing ?	*CHI: I'm putting this in my bedroom .,*MOT: what are you doing ?	*CHI: and there's a shark and it .
17793,*MOT: you finish your cereal and I'll get you dressed .	*CHI: can I take the label off now ?,*MOT: you finish your cereal and I'll get you dressed .	*CHI: no I just already got pants on .
17794,*MOT: who's going for a sandwich ?	*CHI: big bears eat .,*MOT: who's going for a sandwich ?	*CHI: I wee weed .
17795,*MOT: he said what ?	*CHI: bolt on please .,*MOT: he said what ?	*CHI: here he is .
17796,*MOT: naughty Ginger pussy cat .	*CHI: what's this big strawberry ?,*MOT: naughty Ginger pussy cat .	*CHI: a mom in picture .
17797,*MOT: but dinnertime was at twelve o'clock .	*CHI: lady doing there ?,*MOT: but dinnertime was at twelve o'clock .	*CHI: tidy up Julie .
17798,*MOT: I think she'd be horrified if she knew that we have tea whenever we get round to it .	*CHI: lady doing there ?,*MOT: I think she'd be horrified if she knew that we have tea whenever we get round to it .	*CHI: there's a pooh .
17799,*MOT: going where she's going .	*CHI: lady do there ?,*MOT: going where she's going .	*CHI: and David too .
17800,"*MOT: yes , love ?	*CHI: spider and that boy have got some roller blade on the spider .","*MOT: yes , love ?	*CHI: I'm going to tell him I want to go to his house ."
17801,*MOT: are they okay ?	*CHI: oh I little bit of sunshine out .,*MOT: are they okay ?	*CHI: you're going to be the little cat .
17802,*MOT: what do you think to that ?	*CHI: it feel pooey .,*MOT: what do you think to that ?	*CHI: what pin board ?
17803,"*MOT: do you like it really ?	*CHI: Mummy , just look outside .",*MOT: do you like it really ?	*CHI: I want to play Crashbandicoot .
17804,*MOT: why do you want me to look outside ?	*CHI: because I see .,*MOT: why do you want me to look outside ?	*CHI: I fell down .
17805,"*MOT: I've got to look round so tight that you don't see me ?	*CHI: Mummy , I have eaten all this .",*MOT: I've got to look round so tight that you don't see me ?	*CHI: I want ta put the toys away .
17806,*MOT: and you don't want any apple to eat ?	*CHI: get on with it .,*MOT: and you don't want any apple to eat ?	*CHI: they be right back .
17807,*MOT: I beg your pardon ?	*CHI: get on with it .,*MOT: I beg your pardon ?	*CHI: land on my head .
17808,*MOT: would you like some more ?	*CHI: want to get a one out .,*MOT: would you like some more ?	*CHI: we can't play with you too .
17809,*MOT: somebody has been really naughty outside .	*CHI: who is it ?,*MOT: somebody has been really naughty outside .	*CHI: I don't know .
17810,*MOT: do you know it ?	*CHI: no I don't .,*MOT: do you know it ?	*CHI: I pull him .
17811,*MOT: and what happens when it's warm and hot ?	*CHI: do not know .,*MOT: and what happens when it's warm and hot ?	*CHI: on the chair .
17812,"*MOT: ah and a big huggle ?	*CHI: Mummy , say .",*MOT: ah and a big huggle ?	*CHI: there you go .
17813,*MOT: is that better now ?	*CHI: there you go .,*MOT: is that better now ?	*CHI: yeah you are .
17814,*MOT: oh there's just a problem .	*CHI: what is it ?,*MOT: oh there's just a problem .	*CHI: I don't know .
17815,*MOT: n r p ?	*CHI: it says so .,*MOT: n r p ?	*CHI: no like bubbles .
17816,*MOT: well when we stayed in the bungalow .	*CHI: please may I have a wheelie bin ?,*MOT: well when we stayed in the bungalow .	*CHI: um shoot the guy out the cannon .
17817,*MOT: how about in there ?	*CHI: that's not a dustbin wagon .,*MOT: how about in there ?	*CHI: there's snow on the sidewalk ?
17818,*MOT: tickling me under the chin ?	*CHI: leave it out for this big dustbin man .,*MOT: tickling me under the chin ?	*CHI: the neck bone's connected to your hair bone .
17819,*MOT: he was called Nick ?	*CHI: a dustbin wagon man .,*MOT: he was called Nick ?	*CHI: there went the soap .
17820,*MOT: not so loud .	*CHI: then do you know what he did ?,*MOT: not so loud .	*CHI: I think you put water in it .
17821,*MOT: do you remember ?	*CHI: Nin Nin Nin .,"*MOT: do you remember ?	*CHI: stay there, pumpkins ."
17822,*MOT: what's the matter ?	*CHI: ow my toe .,*MOT: what's the matter ?	*CHI: that's my spot .
17823,*MOT: how did you hurt it on a wheelie bin ?	*CHI: I just went .,*MOT: how did you hurt it on a wheelie bin ?	*CHI: take it down !
17824,"*MOT: why would I say “bye bye , cat” ?	*CHI: because it's a dustbin cat .","*MOT: why would I say “bye bye , cat” ?	*CHI: mine can eat ten more ."
17825,*MOT: is that it ?	*CHI: and he has waken up .,*MOT: is that it ?	*CHI: you did it upside down .
17826,*MOT: I've got bad news for you .	*CHI: what is it ?,*MOT: I've got bad news for you .	*CHI: glass of orange .
17827,*MOT: what have you got for me ?	*CHI: it's wrapped up .,*MOT: what have you got for me ?	*CHI: there go flowers .
17828,*MOT: you don't know ?	*CHI: guys have it .,*MOT: you don't know ?	*CHI: you not falling .
17829,*MOT: and Lwww was patting beside her for you to come and sit next to them .	*CHI: did Dwww do that ?,*MOT: and Lwww was patting beside her for you to come and sit next to them .	*CHI: he's in a tree .
17830,*MOT: and where do you sit ?	*CHI: I have to .,*MOT: and where do you sit ?	*CHI: going to jump .
17831,*MOT: who took you in ?	*CHI: I don't know .,*MOT: who took you in ?	*CHI: here it is .
17832,*MOT: four as well .	*CHI: how old are them ?,*MOT: four as well .	*CHI: let me show you .
17833,*MOT: do you not ?	*CHI: because it's age two .,*MOT: do you not ?	*CHI: just row a boat .
17834,*MOT: what about this horse ?	*CHI: it's for a baby .,*MOT: what about this horse ?	*CHI: picture a Fireman Sam .
17835,*MOT: did you see it on telly ?	*CHI: it's called “the Wonder bears saved the three little pigs” .,*MOT: did you see it on telly ?	*CHI: will you put it here so I can fasten it ?
